case,run,seed,comparison,edit_ssim,edit_psnr,edit_l2,left_path,right_path
image2_black_jacket,combined_bspline,34007,geometry_increment_after_delta,0.9975829124450684,50.01185843587736,0.003157963297241578,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline\seed_34007\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline\seed_34007\combined_edit.png
image2_black_jacket,combined_bspline,34007,learned_geometry_vs_neutral_original,0.9843340516090393,41.375441487202835,0.00853547953974336,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline\seed_34007\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline\seed_34007\joint_geometry_on_original_edit.png
image2_black_jacket,combined_bspline,34007,learned_geometry_vs_vae_reconstruction,0.9975195527076721,47.47542979596712,0.004228910658699904,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline\seed_34007\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline\seed_34007\joint_geometry_on_reconstruction_edit.png
image2_black_jacket,combined_bspline_bezier_laplacian,1234,geometry_increment_after_delta,0.9965489506721497,47.1517972234095,0.004389450328141459,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_1234\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_1234\combined_edit.png
image2_black_jacket,combined_bspline_bezier_laplacian,1234,learned_geometry_vs_neutral_original,0.9800782203674316,40.10469665844973,0.009880187059639244,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_1234\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_1234\joint_geometry_on_original_edit.png
image2_black_jacket,combined_bspline_bezier_laplacian,1234,learned_geometry_vs_vae_reconstruction,0.9960980415344238,46.7729830075092,0.004585121512711539,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_1234\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_1234\joint_geometry_on_reconstruction_edit.png
image2_black_jacket,combined_bspline_bezier_laplacian,24001,geometry_increment_after_delta,0.659099280834198,14.2285400779118,0.1943448318669701,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_24001\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_24001\combined_edit.png
image2_black_jacket,combined_bspline_bezier_laplacian,24001,learned_geometry_vs_neutral_original,0.974193274974823,36.91605944826112,0.014262544996996819,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_24001\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_24001\joint_geometry_on_original_edit.png
image2_black_jacket,combined_bspline_bezier_laplacian,24001,learned_geometry_vs_vae_reconstruction,0.9345263838768005,19.020800497960618,0.11193347200045257,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_24001\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_24001\joint_geometry_on_reconstruction_edit.png
image2_black_jacket,combined_bspline_bezier_laplacian,34007,geometry_increment_after_delta,0.9960792064666748,46.36301859626726,0.0048067227199123565,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_34007\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_34007\combined_edit.png
image2_black_jacket,combined_bspline_bezier_laplacian,34007,learned_geometry_vs_neutral_original,0.9813866019248962,39.868607320000095,0.010152421356303967,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_34007\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_34007\joint_geometry_on_original_edit.png
image2_black_jacket,combined_bspline_bezier_laplacian,34007,learned_geometry_vs_vae_reconstruction,0.9963564872741699,47.11141548965575,0.004409904915722403,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_34007\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_bezier_laplacian\seed_34007\joint_geometry_on_reconstruction_edit.png
image2_black_jacket,combined_bspline_tps,1234,geometry_increment_after_delta,0.9938898682594299,44.03151837223053,0.006286719469578459,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_1234\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_1234\combined_edit.png
image2_black_jacket,combined_bspline_tps,1234,learned_geometry_vs_neutral_original,0.9759970307350159,39.38193833149556,0.01073749769042992,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_1234\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_1234\joint_geometry_on_original_edit.png
image2_black_jacket,combined_bspline_tps,1234,learned_geometry_vs_vae_reconstruction,0.9939167499542236,44.760520218841265,0.005780614248785252,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_1234\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_1234\joint_geometry_on_reconstruction_edit.png
image2_black_jacket,combined_bspline_tps,24001,geometry_increment_after_delta,0.6653068661689758,12.42236572016843,0.23926639930730842,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_24001\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_24001\combined_edit.png
image2_black_jacket,combined_bspline_tps,24001,learned_geometry_vs_neutral_original,0.9677872657775879,35.75902081370679,0.016294797184035106,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_24001\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_24001\joint_geometry_on_original_edit.png
image2_black_jacket,combined_bspline_tps,24001,learned_geometry_vs_vae_reconstruction,0.9323580265045166,19.001996150480327,0.11217606269027208,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_24001\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_24001\joint_geometry_on_reconstruction_edit.png
image2_black_jacket,combined_bspline_tps,34007,geometry_increment_after_delta,0.9922078251838684,38.47870957401696,0.011914189989744554,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_34007\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_34007\combined_edit.png
image2_black_jacket,combined_bspline_tps,34007,learned_geometry_vs_neutral_original,0.9775866866111755,39.18478297888671,0.010984008265978257,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_34007\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_34007\joint_geometry_on_original_edit.png
image2_black_jacket,combined_bspline_tps,34007,learned_geometry_vs_vae_reconstruction,0.9939993023872375,43.36495859807559,0.006788159997071914,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_34007\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\combined_bspline_tps\seed_34007\joint_geometry_on_reconstruction_edit.png
image2_black_jacket,single_bspline,1234,learned_geometry_vs_neutral_original,0.9684047698974609,37.48084065425099,0.013364661618830164,targeted_experiments\geometry_family_attribution\seed_replays\single_bspline\seed_1234\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_bspline\seed_1234\geometry_only_original_edit.png
image2_black_jacket,single_bspline,1234,learned_geometry_vs_vae_reconstruction,0.9885502457618713,40.15239538526611,0.009826078530981695,targeted_experiments\geometry_family_attribution\seed_replays\single_bspline\seed_1234\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_bspline\seed_1234\geometry_only_reconstruction_edit.png
image2_black_jacket,single_bspline,24001,learned_geometry_vs_neutral_original,0.9550188183784485,33.64560200807746,0.02078355808746299,targeted_experiments\geometry_family_attribution\seed_replays\single_bspline\seed_24001\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_bspline\seed_24001\geometry_only_original_edit.png
image2_black_jacket,single_bspline,24001,learned_geometry_vs_vae_reconstruction,0.9657270908355713,24.32506179958984,0.060778070703161824,targeted_experiments\geometry_family_attribution\seed_replays\single_bspline\seed_24001\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_bspline\seed_24001\geometry_only_reconstruction_edit.png
image2_black_jacket,single_bspline,34007,learned_geometry_vs_neutral_original,0.9694180488586426,37.43398675274544,0.013436948800806914,targeted_experiments\geometry_family_attribution\seed_replays\single_bspline\seed_34007\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_bspline\seed_34007\geometry_only_original_edit.png
image2_black_jacket,single_bspline,34007,learned_geometry_vs_vae_reconstruction,0.9865036010742188,36.88631224389842,0.01431147472144887,targeted_experiments\geometry_family_attribution\seed_replays\single_bspline\seed_34007\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_bspline\seed_34007\geometry_only_reconstruction_edit.png
image2_black_jacket,single_diffgeom,1234,learned_geometry_vs_neutral_original,0.7693023085594177,24.684369202701433,0.058315169174045556,targeted_experiments\geometry_family_attribution\seed_replays\single_diffgeom\seed_1234\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_diffgeom\seed_1234\geometry_only_original_edit.png
image2_black_jacket,single_diffgeom,1234,learned_geometry_vs_vae_reconstruction,0.7439553737640381,22.476034056217458,0.07519661605002324,targeted_experiments\geometry_family_attribution\seed_replays\single_diffgeom\seed_1234\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_diffgeom\seed_1234\geometry_only_reconstruction_edit.png
image2_black_jacket,single_diffgeom,24001,learned_geometry_vs_neutral_original,0.7489812970161438,23.632264167960635,0.06582438218640513,targeted_experiments\geometry_family_attribution\seed_replays\single_diffgeom\seed_24001\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_diffgeom\seed_24001\geometry_only_original_edit.png
image2_black_jacket,single_diffgeom,24001,learned_geometry_vs_vae_reconstruction,0.4275873005390167,10.023566927514377,0.31537092624063806,targeted_experiments\geometry_family_attribution\seed_replays\single_diffgeom\seed_24001\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_diffgeom\seed_24001\geometry_only_reconstruction_edit.png
image2_black_jacket,single_diffgeom,34007,learned_geometry_vs_neutral_original,0.7829813361167908,24.586188276540835,0.058978074018291325,targeted_experiments\geometry_family_attribution\seed_replays\single_diffgeom\seed_34007\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_diffgeom\seed_34007\geometry_only_original_edit.png
image2_black_jacket,single_diffgeom,34007,learned_geometry_vs_vae_reconstruction,0.7629337310791016,22.702164358302547,0.07326419499686375,targeted_experiments\geometry_family_attribution\seed_replays\single_diffgeom\seed_34007\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_diffgeom\seed_34007\geometry_only_reconstruction_edit.png
image2_black_jacket,single_rolling,1234,learned_geometry_vs_neutral_original,0.9665620923042297,36.80555254829904,0.01444516053117896,targeted_experiments\geometry_family_attribution\seed_replays\single_rolling\seed_1234\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_rolling\seed_1234\geometry_only_original_edit.png
image2_black_jacket,single_rolling,1234,learned_geometry_vs_vae_reconstruction,0.9792153239250183,35.573546936968626,0.016646489192492443,targeted_experiments\geometry_family_attribution\seed_replays\single_rolling\seed_1234\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_rolling\seed_1234\geometry_only_reconstruction_edit.png
image2_black_jacket,single_rolling,24001,learned_geometry_vs_neutral_original,0.9622513651847839,35.123083726307144,0.017532579372338496,targeted_experiments\geometry_family_attribution\seed_replays\single_rolling\seed_24001\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_rolling\seed_24001\geometry_only_original_edit.png
image2_black_jacket,single_rolling,24001,learned_geometry_vs_vae_reconstruction,0.5503451228141785,13.136392947005927,0.22038414784365348,targeted_experiments\geometry_family_attribution\seed_replays\single_rolling\seed_24001\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_rolling\seed_24001\geometry_only_reconstruction_edit.png
image2_black_jacket,single_rolling,34007,learned_geometry_vs_neutral_original,0.9660350680351257,35.07114233852514,0.017637737837209455,targeted_experiments\geometry_family_attribution\seed_replays\single_rolling\seed_34007\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_rolling\seed_34007\geometry_only_original_edit.png
image2_black_jacket,single_rolling,34007,learned_geometry_vs_vae_reconstruction,0.9835690855979919,38.29029743493471,0.012175452991647927,targeted_experiments\geometry_family_attribution\seed_replays\single_rolling\seed_34007\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\seed_replays\single_rolling\seed_34007\geometry_only_reconstruction_edit.png
image4_red_scarf,combined_all,1234,geometry_increment_after_delta,0.8993988633155823,28.873725766174765,0.03600092931982594,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_1234\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_1234\combined_edit.png
image4_red_scarf,combined_all,1234,learned_geometry_vs_neutral_original,0.8706083297729492,29.839801298739008,0.032211424783527016,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_1234\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_1234\joint_geometry_on_original_edit.png
image4_red_scarf,combined_all,1234,learned_geometry_vs_vae_reconstruction,0.9035842418670654,29.769921589253737,0.03247161734878656,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_1234\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_1234\joint_geometry_on_reconstruction_edit.png
image4_red_scarf,combined_all,24001,geometry_increment_after_delta,0.8937403559684753,28.78691319185231,0.036362550751801316,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_24001\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_24001\combined_edit.png
image4_red_scarf,combined_all,24001,learned_geometry_vs_neutral_original,0.8691423535346985,29.837354890298396,0.03222049851152265,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_24001\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_24001\joint_geometry_on_original_edit.png
image4_red_scarf,combined_all,24001,learned_geometry_vs_vae_reconstruction,0.9007997512817383,29.660174342777456,0.03288450302474119,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_24001\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_24001\joint_geometry_on_reconstruction_edit.png
image4_red_scarf,combined_all,34007,geometry_increment_after_delta,0.8815168738365173,28.57245202350026,0.037271545265278754,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_34007\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_34007\combined_edit.png
image4_red_scarf,combined_all,34007,learned_geometry_vs_neutral_original,0.8660584092140198,29.659461414098477,0.03288720226090992,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_34007\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_34007\joint_geometry_on_original_edit.png
image4_red_scarf,combined_all,34007,learned_geometry_vs_vae_reconstruction,0.8940241932868958,29.676926041707212,0.0328211427415372,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_34007\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_all\seed_34007\joint_geometry_on_reconstruction_edit.png
image4_red_scarf,combined_bspline,1234,geometry_increment_after_delta,0.997424840927124,49.8446480232718,0.0032193455829291734,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_1234\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_1234\combined_edit.png
image4_red_scarf,combined_bspline,1234,learned_geometry_vs_neutral_original,0.981188952922821,41.22826260053982,0.008681342089098628,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_1234\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_1234\joint_geometry_on_original_edit.png
image4_red_scarf,combined_bspline,1234,learned_geometry_vs_vae_reconstruction,0.9969572424888611,49.185267867611344,0.0034732544964419954,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_1234\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_1234\joint_geometry_on_reconstruction_edit.png
image4_red_scarf,combined_bspline,24001,geometry_increment_after_delta,0.9973351359367371,49.654952339315116,0.003290427930863933,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_24001\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_24001\combined_edit.png
image4_red_scarf,combined_bspline,24001,learned_geometry_vs_neutral_original,0.9821246266365051,41.57028981839361,0.008346136996115807,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_24001\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_24001\joint_geometry_on_original_edit.png
image4_red_scarf,combined_bspline,24001,learned_geometry_vs_vae_reconstruction,0.9970424771308899,49.2492526905865,0.003447762688735467,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_24001\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_24001\joint_geometry_on_reconstruction_edit.png
image4_red_scarf,combined_bspline,34007,geometry_increment_after_delta,0.9972983002662659,49.82988382912141,0.003224822449953265,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_34007\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_34007\combined_edit.png
image4_red_scarf,combined_bspline,34007,learned_geometry_vs_neutral_original,0.9814572334289551,41.38616261505928,0.008524950564771538,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_34007\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_34007\joint_geometry_on_original_edit.png
image4_red_scarf,combined_bspline,34007,learned_geometry_vs_vae_reconstruction,0.9971011281013489,49.13472780158433,0.003493523024893696,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_34007\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline\seed_34007\joint_geometry_on_reconstruction_edit.png
image4_red_scarf,combined_bspline_tps,1234,geometry_increment_after_delta,0.9938367009162903,44.44645700725183,0.0059934536299813095,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_1234\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_1234\combined_edit.png
image4_red_scarf,combined_bspline_tps,1234,learned_geometry_vs_neutral_original,0.9743444323539734,39.05377179462003,0.011150938235057958,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_1234\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_1234\joint_geometry_on_original_edit.png
image4_red_scarf,combined_bspline_tps,1234,learned_geometry_vs_vae_reconstruction,0.9933955073356628,44.668717186859595,0.00584203481337096,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_1234\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_1234\joint_geometry_on_reconstruction_edit.png
image4_red_scarf,combined_bspline_tps,24001,geometry_increment_after_delta,0.9941104054450989,44.651238341510705,0.005853802730947377,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_24001\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_24001\combined_edit.png
image4_red_scarf,combined_bspline_tps,24001,learned_geometry_vs_neutral_original,0.9751645922660828,39.34098987110013,0.010788237690991324,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_24001\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_24001\joint_geometry_on_original_edit.png
image4_red_scarf,combined_bspline_tps,24001,learned_geometry_vs_vae_reconstruction,0.9937521815299988,44.82214115828554,0.005739749542249084,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_24001\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_24001\joint_geometry_on_reconstruction_edit.png
image4_red_scarf,combined_bspline_tps,34007,geometry_increment_after_delta,0.9939277768135071,44.434757324985384,0.006001532105907777,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_34007\joint_delta_only_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_34007\combined_edit.png
image4_red_scarf,combined_bspline_tps,34007,learned_geometry_vs_neutral_original,0.9756307005882263,39.17200224138751,0.011000182436472761,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_34007\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_34007\joint_geometry_on_original_edit.png
image4_red_scarf,combined_bspline_tps,34007,learned_geometry_vs_vae_reconstruction,0.9931842684745789,43.996942258891956,0.006311795029373743,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_34007\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\combined_bspline_tps\seed_34007\joint_geometry_on_reconstruction_edit.png
